Facility Class,Facility Location,Facility Code,Facility,Status,Reservation Type,BeginTime,EndTime,Begin Date,End Date,Headcount
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,1/29/2017,1/29/2017,100
BDCON,CARN,CONF,Conference Room,Firm,Facility, 8:30am, 4:00pm,1/30/2017,1/30/2017,20
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 5:30pm, 6:30pm,1/30/2017,1/30/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:30pm, 8:00pm,1/30/2017,1/30/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 8:00am, 4:00pm,1/31/2017,1/31/2017,10
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 3:00pm, 4:00pm,1/31/2017,1/31/2017,25
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,1/31/2017,1/31/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 7:00pm, 9:00pm,1/31/2017,1/31/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,10:30am,2/1/2017,2/1/2017,20
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 5:30pm, 7:30pm,2/1/2017,2/1/2017,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 7:00pm, 8:15pm,2/1/2017,2/1/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,2/2/2017,2/2/2017,0
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,2/5/2017,2/5/2017,100
BDCON,CARN,CONF,Conference Room,Firm,Facility, 8:30am, 4:00pm,2/6/2017,2/6/2017,20
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 5:30pm, 6:30pm,2/6/2017,2/6/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:30pm, 8:00pm,2/6/2017,2/6/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity,10:00am,11:30am,2/7/2017,2/7/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity,12:00pm, 1:30pm,2/7/2017,2/7/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 1:30pm, 4:00pm,2/7/2017,2/7/2017,10
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 3:00pm, 4:00pm,2/7/2017,2/7/2017,25
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,2/7/2017,2/7/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:45pm, 9:00pm,2/7/2017,2/7/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 5:30pm, 7:30pm,2/8/2017,2/8/2017,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 7:00pm, 8:15pm,2/8/2017,2/8/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,2/9/2017,2/9/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility,12:00pm, 4:30pm,2/10/2017,2/10/2017,50
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,2/12/2017,2/12/2017,100
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 1:00pm, 4:00pm,2/12/2017,2/12/2017,30
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 1:00pm, 7:00pm,2/12/2017,2/12/2017,50
BDCON,CARN,CONF,Conference Room,Firm,Facility, 8:30am, 4:00pm,2/13/2017,2/13/2017,20
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 5:30pm, 6:30pm,2/13/2017,2/13/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:30pm, 8:00pm,2/13/2017,2/13/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity,10:00am,11:30am,2/14/2017,2/14/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity,12:00pm, 1:30pm,2/14/2017,2/14/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 1:30pm, 4:00pm,2/14/2017,2/14/2017,10
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 2:00pm, 5:30pm,2/14/2017,2/14/2017,25
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 3:00pm, 4:00pm,2/14/2017,2/14/2017,25
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,2/14/2017,2/14/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:45pm, 9:00pm,2/14/2017,2/14/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility,10:30am, 8:00pm,2/15/2017,2/15/2017,80
BDCON,CARN,CONF,Conference Room,Firm,Facility,12:00pm, 5:00pm,2/15/2017,2/15/2017,10
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 5:30pm, 7:30pm,2/15/2017,2/15/2017,20
BDCON,CARN,CONF,Conference Room,Firm,Facility,10:00am,11:00am,2/16/2017,2/16/2017,20
BDCON,CARN,CONF,Conference Room,Firm,Facility, 5:30pm, 7:30pm,2/16/2017,2/16/2017,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,2/16/2017,2/16/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 6:00pm, 7:00pm,2/16/2017,2/16/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 5:00pm, 9:00pm,2/17/2017,2/17/2017,70
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,2/19/2017,2/19/2017,100
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 5:00pm,11:00pm,2/19/2017,2/19/2017,150
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 5:00pm,11:00pm,2/19/2017,2/19/2017,150
BDCON,CARN,CONF,Conference Room,Firm,Facility, 8:30am, 4:00pm,2/20/2017,2/20/2017,20
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 5:30pm, 6:30pm,2/20/2017,2/20/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:30pm, 8:00pm,2/20/2017,2/20/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity,10:00am,11:30am,2/21/2017,2/21/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity,12:00pm, 1:30pm,2/21/2017,2/21/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 1:30pm, 4:00pm,2/21/2017,2/21/2017,10
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 3:00pm, 4:00pm,2/21/2017,2/21/2017,25
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,2/21/2017,2/21/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:45pm, 9:00pm,2/21/2017,2/21/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 5:30pm, 7:30pm,2/22/2017,2/22/2017,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 7:00pm, 8:15pm,2/22/2017,2/22/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,2/23/2017,2/23/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 6:00pm, 7:00pm,2/23/2017,2/23/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 9:00pm,11:59pm,2/24/2017,2/24/2017,100
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 9:00pm,11:59pm,2/24/2017,2/24/2017,100
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,2/26/2017,2/26/2017,100
BDCON,CARN,CONF,Conference Room,Firm,Facility, 8:30am, 4:00pm,2/27/2017,2/27/2017,20
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 5:30pm, 6:30pm,2/27/2017,2/27/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:30pm, 8:00pm,2/27/2017,2/27/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity,10:00am,11:30am,2/28/2017,2/28/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity,12:00pm, 1:30pm,2/28/2017,2/28/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 1:30pm, 4:00pm,2/28/2017,2/28/2017,10
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 2:00pm, 3:30pm,2/28/2017,2/28/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 2:00pm, 4:00pm,2/28/2017,2/28/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,2/28/2017,2/28/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:45pm, 9:00pm,2/28/2017,2/28/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,12:00pm,3/1/2017,3/1/2017,15
BDCON,CARN,CONF,Conference Room,Firm,Activity, 5:30pm, 8:45pm,3/1/2017,3/1/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 5:30pm, 7:30pm,3/1/2017,3/1/2017,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 7:00pm, 8:15pm,3/1/2017,3/1/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility,10:30am,12:30pm,3/2/2017,3/2/2017,3
BDCON,CARN,CONF,Conference Room,Firm,Facility, 5:30pm, 8:00pm,3/2/2017,3/2/2017,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,3/2/2017,3/2/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 6:00pm, 7:00pm,3/2/2017,3/2/2017,0
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,3/5/2017,3/5/2017,100
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 3:00pm, 8:00pm,3/5/2017,3/5/2017,100
BDCON,CARN,CONF,Conference Room,Firm,Facility, 8:30am, 4:00pm,3/6/2017,3/6/2017,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 9:00am, 1:00pm,3/6/2017,3/6/2017,49
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 5:30pm, 6:30pm,3/6/2017,3/6/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:30pm, 8:00pm,3/6/2017,3/6/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity,10:00am,11:30am,3/7/2017,3/7/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity,12:00pm, 1:30pm,3/7/2017,3/7/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 1:30pm, 4:00pm,3/7/2017,3/7/2017,10
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 2:00pm, 4:00pm,3/7/2017,3/7/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 3:00pm, 4:00pm,3/7/2017,3/7/2017,25
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,3/7/2017,3/7/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 6:00pm, 9:00pm,3/7/2017,3/7/2017,25
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 6:30pm, 7:30pm,3/7/2017,3/7/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity, 5:30pm, 8:45pm,3/8/2017,3/8/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 5:30pm, 7:30pm,3/8/2017,3/8/2017,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 7:00pm, 8:15pm,3/8/2017,3/8/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,3/9/2017,3/9/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 6:00pm, 7:00pm,3/9/2017,3/9/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,3/10/2017,3/10/2017,15
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 5:30pm,10:00pm,3/10/2017,3/10/2017,80
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 8:30am,12:00am,3/11/2017,3/11/2017,150
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,3/12/2017,3/12/2017,100
BDCON,CARN,CONF,Conference Room,Firm,Facility, 1:00pm, 3:00pm,3/12/2017,3/12/2017,12
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 1:00pm, 5:00pm,3/12/2017,3/12/2017,50
BDCON,CARN,CONF,Conference Room,Firm,Facility, 8:30am, 4:00pm,3/13/2017,3/13/2017,20
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility,12:00pm, 6:00pm,3/13/2017,3/13/2017,2
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 3:00pm, 6:00pm,3/13/2017,3/13/2017,2
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:30pm, 8:00pm,3/13/2017,3/13/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,3/14/2017,3/14/2017,15
BDCON,CARN,CONF,Conference Room,Firm,Facility, 1:30pm, 4:00pm,3/14/2017,3/14/2017,10
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 2:00pm, 4:00pm,3/14/2017,3/14/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 3:00pm, 4:00pm,3/14/2017,3/14/2017,25
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 5:30pm, 6:25pm,3/14/2017,3/14/2017,20
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 6:30pm, 7:30pm,3/14/2017,3/14/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 7:00pm, 9:00pm,3/14/2017,3/14/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility,12:00pm, 5:00pm,3/15/2017,3/15/2017,10
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 5:30pm, 7:30pm,3/15/2017,3/15/2017,20
BDCON,CARN,CONF,Conference Room,Firm,Facility,10:00am,11:00am,3/16/2017,3/16/2017,15
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 6:30pm, 9:30pm,3/16/2017,3/16/2017,50
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 5:30pm, 8:30pm,3/17/2017,3/17/2017,40
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,3/19/2017,3/19/2017,100
BDCON,CARN,CONF,Conference Room,Firm,Facility, 8:30am, 4:00pm,3/20/2017,3/20/2017,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 9:00am,12:00pm,3/20/2017,3/20/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 1:00pm, 4:00pm,3/20/2017,3/20/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:30pm, 8:00pm,3/20/2017,3/20/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 9:00am,12:00pm,3/21/2017,3/21/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 1:00pm, 4:00pm,3/21/2017,3/21/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 1:30pm, 4:00pm,3/21/2017,3/21/2017,10
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 6:30pm, 7:30pm,3/21/2017,3/21/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 9:00am,12:00pm,3/22/2017,3/22/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 1:00pm, 4:00pm,3/22/2017,3/22/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 5:30pm, 7:30pm,3/22/2017,3/22/2017,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 9:00am,12:00pm,3/23/2017,3/23/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am, 3:00pm,3/23/2017,3/23/2017,15
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 1:00pm, 4:00pm,3/23/2017,3/23/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 9:00am,12:00pm,3/24/2017,3/24/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 1:00pm, 4:00pm,3/24/2017,3/24/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 9:00pm,11:59pm,3/24/2017,3/24/2017,100
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 9:00pm,11:59pm,3/24/2017,3/24/2017,100
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,3/26/2017,3/26/2017,100
BDCON,CARN,CONF,Conference Room,Firm,Facility, 8:30am, 4:00pm,3/27/2017,3/27/2017,20
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 9:30am,10:45am,3/27/2017,3/27/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 5:30pm, 6:30pm,3/27/2017,3/27/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity, 6:00pm, 7:00pm,3/27/2017,3/27/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:30pm, 8:00pm,3/27/2017,3/27/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity, 7:00pm, 8:00pm,3/27/2017,3/27/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 1:30pm, 4:00pm,3/28/2017,3/28/2017,10
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 3:00pm, 4:00pm,3/28/2017,3/28/2017,25
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,3/28/2017,3/28/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 6:30pm, 7:30pm,3/28/2017,3/28/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility,10:00am, 1:30pm,3/29/2017,3/29/2017,20
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 5:30pm, 7:30pm,3/29/2017,3/29/2017,20
BDCON,CARN,CONF,Conference Room,Firm,Facility, 6:45pm, 8:30pm,3/29/2017,3/29/2017,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 7:00pm, 8:15pm,3/29/2017,3/29/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,3/30/2017,3/30/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 7:00pm, 8:00pm,3/30/2017,3/30/2017,35
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 2:00pm,11:00pm,3/31/2017,3/31/2017,55
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 8:00am,12:00am,4/1/2017,4/1/2017,150
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,4/2/2017,4/2/2017,100
BDCON,CARN,CONF,Conference Room,Firm,Facility, 8:30am, 4:00pm,4/3/2017,4/3/2017,20
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 9:30am,10:45am,4/3/2017,4/3/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 5:30pm, 6:30pm,4/3/2017,4/3/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity, 6:00pm, 7:00pm,4/3/2017,4/3/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 6:30pm, 8:00pm,4/3/2017,4/3/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity, 7:00pm, 8:00pm,4/3/2017,4/3/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Activity,10:00am,11:30am,4/4/2017,4/4/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 1:30pm, 4:00pm,4/4/2017,4/4/2017,10
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 3:00pm, 4:00pm,4/4/2017,4/4/2017,25
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,4/4/2017,4/4/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 5:30pm, 7:30pm,4/5/2017,4/5/2017,20
BDCON,CARN,CONF,Conference Room,Firm,Facility, 6:45pm, 8:30pm,4/5/2017,4/5/2017,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 7:00pm, 8:15pm,4/5/2017,4/5/2017,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:30am,4/6/2017,4/6/2017,15
BDMUL,CARN,HRTG,Heritage Room l,Firm,Activity, 5:30pm, 6:30pm,4/6/2017,4/6/2017,0
BDMUL,CARN,EGAL,East Gallery Room,Firm,Activity, 6:00pm, 7:00pm,4/6/2017,4/6/2017,0
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 5:00pm, 9:00pm,4/7/2017,4/7/2017,60
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 5:30pm, 8:30pm,4/8/2017,4/8/2017,55
