Facility Class,Facility Location,Facility Code,Facility,Status,Reservation Type,BeginTime,EndTime,Begin Date,End Date,Headcount
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,3/8/2020,3/8/2020,150
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,3/9/2020,3/9/2020,24
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,3/9/2020,3/9/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,3/9/2020,3/9/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,3/9/2020,3/9/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 6:30pm, 8:00pm,3/9/2020,3/9/2020,30
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,3/10/2020,3/10/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,3/10/2020,3/10/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,3/10/2020,3/10/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,3/11/2020,3/11/2020,24
BDCON,CARN,CONF,Conference Room,Firm,Facility,12:00pm, 1:00pm,3/11/2020,3/11/2020,20
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility,12:30pm, 3:30pm,3/11/2020,3/11/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,3/11/2020,3/11/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,3/12/2020,3/12/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,3/12/2020,3/12/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,3/13/2020,3/13/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,3/13/2020,3/13/2020,24
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 6:00pm,11:30pm,3/13/2020,3/13/2020,1
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 6:00pm, 9:00pm,3/13/2020,3/13/2020,20
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,11:30pm,3/14/2020,3/14/2020,125
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,3/15/2020,3/15/2020,150
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,3/16/2020,3/16/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 6:30pm, 8:00pm,3/16/2020,3/16/2020,30
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 5:00pm,3/17/2020,3/17/2020,15
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 6:30pm, 8:00pm,3/23/2020,3/23/2020,30
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 6:30pm, 8:00pm,3/30/2020,3/30/2020,30
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 6:30pm, 8:00pm,4/13/2020,4/13/2020,30
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 4:30pm, 6:00pm,4/15/2020,4/15/2020,12
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 6:30pm, 8:00pm,4/20/2020,4/20/2020,30
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 4:30pm, 6:00pm,4/22/2020,4/22/2020,12
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 6:30pm, 8:00pm,4/27/2020,4/27/2020,30
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 4:30pm, 6:00pm,4/29/2020,4/29/2020,12
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 4:30pm, 6:00pm,5/6/2020,5/6/2020,12
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 4:00pm, 8:00pm,5/14/2020,5/14/2020,35
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,5/18/2020,5/18/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,5/18/2020,5/18/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,5/19/2020,5/19/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,5/25/2020,5/25/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,5/25/2020,5/25/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,5/26/2020,5/26/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,6/1/2020,6/1/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,6/1/2020,6/1/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,6/2/2020,6/2/2020,10
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 1:30pm, 3:00pm,6/4/2020,6/4/2020,20
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,6/8/2020,6/8/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,6/8/2020,6/8/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,6/9/2020,6/9/2020,10
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 7:00am, 4:30pm,6/10/2020,6/10/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 7:00am, 4:30pm,6/10/2020,6/10/2020,5
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 1:30pm, 3:00pm,6/11/2020,6/11/2020,20
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,6/15/2020,6/15/2020,24
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,6/15/2020,6/15/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,6/15/2020,6/15/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,6/15/2020,6/15/2020,24
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,6/16/2020,6/16/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,6/16/2020,6/16/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,6/16/2020,6/16/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,6/17/2020,6/17/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,6/17/2020,6/17/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,6/18/2020,6/18/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,6/18/2020,6/18/2020,24
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 1:30pm, 3:00pm,6/18/2020,6/18/2020,20
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,6/22/2020,6/22/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,6/22/2020,6/22/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,6/23/2020,6/23/2020,10
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 1:30pm, 3:00pm,6/25/2020,6/25/2020,20
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,6/29/2020,6/29/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,6/29/2020,6/29/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,6/30/2020,6/30/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,7/6/2020,7/6/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,7/6/2020,7/6/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,7/7/2020,7/7/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,7/13/2020,7/13/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,7/13/2020,7/13/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,7/14/2020,7/14/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,7/20/2020,7/20/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,7/20/2020,7/20/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,7/21/2020,7/21/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility,12:00pm, 6:00pm,7/22/2020,7/22/2020,50
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,7/27/2020,7/27/2020,24
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,7/27/2020,7/27/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,7/27/2020,7/27/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,7/27/2020,7/27/2020,24
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,7/28/2020,7/28/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,7/28/2020,7/28/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,7/28/2020,7/28/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,7/29/2020,7/29/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,7/29/2020,7/29/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,7/30/2020,7/30/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,7/30/2020,7/30/2020,24
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,8/3/2020,8/3/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,8/3/2020,8/3/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 5:45pm, 8:30pm,8/3/2020,8/3/2020,80
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 6:00am, 8:00pm,8/4/2020,8/4/2020,50
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,8/4/2020,8/4/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,8/10/2020,8/10/2020,24
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,8/10/2020,8/10/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,8/10/2020,8/10/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,8/10/2020,8/10/2020,24
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,8/11/2020,8/11/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,8/11/2020,8/11/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,8/11/2020,8/11/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,8/12/2020,8/12/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,8/12/2020,8/12/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 9:00am,12:00pm,8/13/2020,8/13/2020,24
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 1:00pm, 4:00pm,8/13/2020,8/13/2020,24
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,8/17/2020,8/17/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,8/17/2020,8/17/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,8/18/2020,8/18/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 5:30pm, 7:30pm,8/20/2020,8/20/2020,0
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,8/24/2020,8/24/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,8/24/2020,8/24/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,8/25/2020,8/25/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,8/31/2020,8/31/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,8/31/2020,8/31/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,9/1/2020,9/1/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility,12:00pm, 6:00pm,9/3/2020,9/3/2020,30
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 9:00am, 3:00pm,9/4/2020,9/4/2020,30
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,9/7/2020,9/7/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,9/7/2020,9/7/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,9/8/2020,9/8/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,9/14/2020,9/14/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 7:00pm, 8:30pm,9/14/2020,9/14/2020,80
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,9/21/2020,9/21/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,9/21/2020,9/21/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,9/22/2020,9/22/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:30am,11:00am,9/28/2020,9/28/2020,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,9/28/2020,9/28/2020,10
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 6:30pm, 8:00pm,9/28/2020,9/28/2020,30
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:00am,9/29/2020,9/29/2020,10
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 7:30am, 4:00pm,10/5/2020,10/5/2020,8
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 7:30am, 4:00pm,10/6/2020,10/6/2020,8
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 7:30am, 4:00pm,10/7/2020,10/7/2020,8
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 7:30am, 4:00pm,10/8/2020,10/8/2020,8
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 7:30am, 4:00pm,10/9/2020,10/9/2020,8
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 7:30am, 4:00pm,10/12/2020,10/12/2020,8
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 7:30am, 4:00pm,10/13/2020,10/13/2020,8
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 7:30am, 4:00pm,10/14/2020,10/14/2020,8
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 7:30am, 4:00pm,10/15/2020,10/15/2020,8
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 7:30am, 4:00pm,10/16/2020,10/16/2020,8
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am,11:30pm,10/19/2020,10/19/2020,15
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am,11:30pm,10/20/2020,10/20/2020,15
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am,11:30pm,10/21/2020,10/21/2020,15
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am,11:30pm,10/22/2020,10/22/2020,15
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am, 4:00pm,10/23/2020,10/23/2020,15
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am,11:30pm,10/26/2020,10/26/2020,15
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am,11:30pm,10/27/2020,10/27/2020,15
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am,11:30pm,10/28/2020,10/28/2020,15
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am,11:30pm,10/29/2020,10/29/2020,15
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am, 4:00pm,10/30/2020,10/30/2020,15
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am,11:30pm,11/2/2020,11/2/2020,15
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 6:00am, 8:00pm,11/3/2020,11/3/2020,50
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am,11:30pm,11/4/2020,11/4/2020,15
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am,11:30pm,11/5/2020,11/5/2020,15
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am, 4:00pm,11/6/2020,11/6/2020,15
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 6:00am,11:30pm,11/9/2020,11/9/2020,15
