Facility Class,Facility Location,Facility Code,Facility,Status,Reservation Type,BeginTime,EndTime,Begin Date,End Date,Headcount
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 5:30pm, 6:15pm,3/21/2019,3/21/2019,20
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 5:30pm, 6:30pm,3/21/2019,3/21/2019,40
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 6:45pm, 8:00pm,3/21/2019,3/21/2019,20
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 7:00pm, 8:30pm,3/22/2019,3/22/2019,20
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 8:00am,12:00pm,3/23/2019,3/23/2019,5
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 1:00pm, 5:00pm,3/23/2019,3/23/2019,35
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 6:00pm, 9:00pm,3/23/2019,3/23/2019,120
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,3/24/2019,3/24/2019,150
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 1:00pm, 4:00pm,3/24/2019,3/24/2019,25
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 5:00pm, 9:00pm,3/24/2019,3/24/2019,70
BDCON,CARN,CONF,Conference Room,Firm,Facility,10:00am,11:00am,3/25/2019,3/25/2019,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,3/25/2019,3/25/2019,5
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 6:30pm, 8:00pm,3/25/2019,3/25/2019,30
BDCON,CARN,CONF,Conference Room,Internal,Activity, 7:00pm, 8:00pm,3/25/2019,3/25/2019,6
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:30am,3/26/2019,3/26/2019,5
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 3:00pm, 4:00pm,3/26/2019,3/26/2019,15
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 5:30pm, 6:15pm,3/26/2019,3/26/2019,20
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 5:30pm, 6:30pm,3/26/2019,3/26/2019,40
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 4:30pm, 6:00pm,3/27/2019,3/27/2019,12
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 6:30pm, 7:30pm,3/27/2019,3/27/2019,10
BDCON,CARN,CONF,Conference Room,Internal,Activity,10:00am,11:30am,3/28/2019,3/28/2019,6
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 5:30pm, 6:15pm,3/28/2019,3/28/2019,20
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 5:30pm, 6:30pm,3/28/2019,3/28/2019,40
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 6:45pm, 8:00pm,3/28/2019,3/28/2019,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 4:00pm,11:00pm,3/29/2019,3/29/2019,100
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility,11:00am, 6:00pm,3/30/2019,3/30/2019,100
BDCON,CARN,CONF,Conference Room,Firm,Facility,12:00pm, 2:30pm,3/30/2019,3/30/2019,10
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,3/31/2019,3/31/2019,150
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 1:30pm, 4:30pm,3/31/2019,3/31/2019,20
BDCON,CARN,CONF,Conference Room,Firm,Facility,10:00am,11:00am,4/1/2019,4/1/2019,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,4/1/2019,4/1/2019,5
BDCON,CARN,CONF,Conference Room,Internal,Activity, 7:00pm, 8:00pm,4/1/2019,4/1/2019,6
BDCON,CARN,CONF,Conference Room,Firm,Facility, 9:00am,11:30am,4/2/2019,4/2/2019,5
BDMUL,CARN,EGAL,East Gallery Room,Firm,Facility, 3:00pm, 4:00pm,4/2/2019,4/2/2019,15
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 5:30pm, 6:15pm,4/2/2019,4/2/2019,20
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 5:30pm, 6:30pm,4/2/2019,4/2/2019,40
BDCON,CARN,CONF,Conference Room,Firm,Facility,10:00am,12:30pm,4/3/2019,4/3/2019,5
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 4:30pm, 6:00pm,4/3/2019,4/3/2019,12
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 6:30pm, 7:30pm,4/3/2019,4/3/2019,10
BDCON,CARN,CONF,Conference Room,Internal,Activity,10:00am,11:30am,4/4/2019,4/4/2019,6
BDMUL,CARN,EGAL,East Gallery Room,Internal,Activity, 5:30pm, 6:15pm,4/4/2019,4/4/2019,20
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 5:30pm, 6:30pm,4/4/2019,4/4/2019,40
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 6:45pm, 8:00pm,4/4/2019,4/4/2019,20
BDMUL,CARN,HRTG,Heritage Room l,Firm,Facility, 3:00pm,12:00am,4/5/2019,4/5/2019,150
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 7:00am,12:00am,4/6/2019,4/6/2019,100
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 9:00am,12:30pm,4/7/2019,4/7/2019,150
BDEF,CARN,CAREF,Entire Facility,Firm,Facility, 1:00pm, 6:00pm,4/7/2019,4/7/2019,150
BDCON,CARN,CONF,Conference Room,Firm,Facility,10:00am,11:00am,4/8/2019,4/8/2019,10
BDCON,CARN,CONF,Conference Room,Firm,Facility,11:00am, 3:00pm,4/8/2019,4/8/2019,5
BDMUL,CARN,HRTG,Heritage Room l,Internal,Activity, 6:30pm, 8:00pm,4/8/2019,4/8/2019,30
BDCON,CARN,CONF,Conference Room,Internal,Activity, 7:00pm, 8:00pm,4/8/2019,4/8/2019,6
